SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,351 Buena Vista Ave Unit 702E,San Francisco,CA,94117,1249000,1,1,Buena Vista Park,696,,1987,13,1795,729,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/351-Buena-Vista-Ave-E-94117/unit-702E/home/102813088,San Francisco MLS,477912,N,Y,37.766883,-122.439604
MLS Listing,,Multi-Family (5+ Unit),357-361 Vallejo St,San Francisco,CA,94133,4250000,15,,Telegraph Hill,5310,2495,1906,14,800,,Active,,,http://www.redfin.com/CA/San-Francisco/357-Vallejo-St-94133/home/1347995,San Francisco MLS,477911,N,Y,37.7990648,-122.4033791
MLS Listing,,Condo/Co-op,41 Federal St #41,San Francisco,CA,94107,1195000,1,1.5,South Beach,956,,2006,14,1250,674,Active,,,http://www.redfin.com/CA/San-Francisco/41-Federal-St-94107/unit-41/home/17304910,San Francisco MLS,477884,N,Y,37.7836815,-122.3915505
MLS Listing,,Condo/Co-op,309 2nd Ave #3,San Francisco,CA,94118,1549000,3,2,Inner Richmond,1744,,2007,14,888,348,Active,November-4-2018 01:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/309-2nd-Ave-94118/unit-3/home/17305916,San Francisco MLS,477897,N,Y,37.7827114,-122.4604327
MLS Listing,,Multi-Family (2-4 Unit),3866-3870 Clay St,San Francisco,CA,94118,3500000,7,4,Presidio Heights,,4085,1910,14,,,Active,,,http://www.redfin.com/CA/San-Francisco/3866-Clay-St-94118/home/586021,San Francisco MLS,477043,N,Y,37.7881722,-122.4565831
MLS Listing,,Condo/Co-op,3335 Clement St,San Francisco,CA,94121,885000,2,1.25,Outer Richmond,1116,,1907,14,793,297,Active,,,http://www.redfin.com/CA/San-Francisco/3335-Clement-St-94121/home/2010403,San Francisco MLS,477904,N,Y,37.7813307,-122.4951826
MLS Listing,,Condo/Co-op,74 New Montgomery St #411,San Francisco,CA,94015,610000,0,1,Yerba Buena,489,,1914,14,1247,790,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/74-New-Montgomery-St-94105/unit-411/home/17305110,San Francisco MLS,477901,N,Y,37.7874578,-122.4013098
MLS Listing,,Condo/Co-op,115 Carl St #7,San Francisco,CA,94117,695000,1,1,Parnassus/Ashbury Heights,,,1964,14,,340,Active,,,http://www.redfin.com/CA/San-Francisco/115-Carl-St-94117/unit-7/home/147712541,San Francisco MLS,477892,N,Y,37.7655847,-122.4504283
MLS Listing,,Single Family Residential,3217 Santiago St,San Francisco,CA,94116,1099000,4,2.5,Outer Parkside,1240,1873,1943,14,886,,Active,,,http://www.redfin.com/CA/San-Francisco/3217-Santiago-St-94116/home/1710056,San Francisco MLS,477833,N,Y,37.7436091,-122.5018791
MLS Listing,,Condo/Co-op,828 Innes Ave #109,San Francisco,CA,94124,588000,1,2,Hunters Point,929,,2001,14,633,414,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/828-Innes-Ave-94124/unit-109/home/1689795,San Francisco MLS,477867,N,Y,37.731573,-122.3744662
MLS Listing,,Single Family Residential,266 Raymond Ave,San Francisco,CA,94134,799000,3,1,Visitacion Valley,1117,2495,1945,14,715,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/266-Raymond-Ave-94134/home/1550997,San Francisco MLS,477709,N,Y,37.7137858,-122.408433
MLS Listing,,Condo/Co-op,1099 23rd St #6,San Francisco,CA,94107,995000,1,1.5,Central Waterfront,1114,,2000,14,893,601,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1099-23rd-St-94107/unit-6/home/12397208,San Francisco MLS,477727,N,Y,37.7550088,-122.3905992
MLS Listing,,Single Family Residential,1318 20th St,San Francisco,CA,94107,1395000,2,1.5,Potrero Hill,1320,1624,1925,14,1057,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1318-20th-St-94107/home/1862146,San Francisco MLS,477630,N,Y,37.7602868,-122.3948033
MLS Listing,,Single Family Residential,1325 Guerrero St,San Francisco,CA,94110,3179000,4,2.5,Noe Valley,3335,3750,1886,14,953,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1325-Guerrero-St-94110/home/799801,San Francisco MLS,477730,N,Y,37.7500239,-122.4225034
MLS Listing,,Single Family Residential,3627 21st St,San Francisco,CA,94114,4400000,3,3,Eureka Valley/Dolore,3003,2850,1931,14,1465,,Active,,,http://www.redfin.com/CA/San-Francisco/3627-21st-St-94114/home/715275,San Francisco MLS,477825,N,Y,37.7562054,-122.4285989
MLS Listing,,Single Family Residential,4310 23rd St,San Francisco,CA,94114,2985000,4,3.5,Noe Valley,3415,2850,,14,874,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/4310-23rd-St-94114/home/1960407,San Francisco MLS,477885,N,Y,37.752843,-122.439144
MLS Listing,,Multi-Family (2-4 Unit),1165-1169 Oak St,San Francisco,CA,94117,2999000,8,5.5,Haight Ashbury,4500,3438,1900,14,666,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1165-Oak-St-94117/home/1872367,San Francisco MLS,476916,N,Y,37.7727187,-122.4384448
MLS Listing,,Condo/Co-op,525 Gough St #104,San Francisco,CA,94102,1325000,3,3,Hayes Valley,,,2005,14,,513,Active,,,http://www.redfin.com/CA/San-Francisco/525-Gough-St-94102/unit-104/home/22881182,San Francisco MLS,477763,N,Y,37.7782459,-122.423614
MLS Listing,,Single Family Residential,901 Mendell St,San Francisco,CA,94124,695000,4,1,Bayview,1750,2640,1964,14,397,,Active,,,http://www.redfin.com/CA/San-Francisco/901-Mendell-St-94124/home/1495369,San Francisco MLS,477828,N,Y,37.7375133,-122.3874899
MLS Listing,,Single Family Residential,2457 Scott,San Francisco,CA,94115,6950000,6,6.25,Pacific Heights,5876,,1901,14,1183,,Active,,,http://www.redfin.com/CA/San-Francisco/2457-Scott-St-94115/home/1136305,San Francisco MLS,477760,N,Y,37.7924226,-122.4398011
MLS Listing,,Multi-Family (5+ Unit),239 Clayton St,San Francisco,CA,94117,2750000,6,,North Panhandle,6225,2652,1909,14,442,,Active,,,http://www.redfin.com/CA/San-Francisco/239-Clayton-St-94117/home/597250,San Francisco MLS,477783,N,Y,37.772982,-122.4493999
MLS Listing,,Multi-Family (2-4 Unit),355-359 Capp St,San Francisco,CA,94110,1595000,9,4,Inner Mission,3406,3672,1930,14,468,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/355-Capp-St-94110/home/715976,San Francisco MLS,477804,N,Y,37.7610238,-122.4178707
MLS Listing,,Condo/Co-op,788 Minna St #304,San Francisco,CA,94103,698000,1,1,South of Market,534,,2011,14,1307,473,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/788-Minna-St-94103/unit-304/home/40050652,San Francisco MLS,477692,N,Y,37.7760486,-122.4141237
MLS Listing,,Condo/Co-op,1160 Mission St #1709,San Francisco,CA,94103,799000,1,1,South of Market,764,,2008,14,1046,708,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1709/home/17305329,San Francisco MLS,477880,N,Y,37.7787037,-122.4126341
MLS Listing,,Condo/Co-op,1874 Church St,San Francisco,CA,94131,1495000,2,2,Glen Park,1475,,,14,1014,330,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1874-Church-St-94131/home/12353771,San Francisco MLS,477878,N,Y,37.7403635,-122.4269839
MLS Listing,,Townhouse,770 - 772 20th Ave,San Francisco,CA,94121,1995000,4,2,699 - Not Defined,3480,3000,1922,14,573,,Active,,,http://www.redfin.com/CA/San-Francisco/770-20th-Ave-94121/home/1237597,CRMLS,CV18250813,N,Y,37.7733869,-122.4785459
MLS Listing,,Single Family Residential,2523 39th Ave,San Francisco,CA,94116,1168000,3,1,Outer Parkside,1300,2996,1946,14,898,,Active,,,http://www.redfin.com/CA/San-Francisco/2523-39th-Ave-94116/home/1766173,San Francisco MLS,477877,N,Y,37.7397425,-122.497248
MLS Listing,,Single Family Residential,300 Richland,San Francisco,CA,94110,1449000,3,1,Bernal Heights,1625,2495,1924,14,892,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/300-Richland-Ave-94110/home/2005347,San Francisco MLS,477768,N,Y,37.7356488,-122.4198996
MLS Listing,,Single Family Residential,671 Laguna Honda Blvd,San Francisco,CA,94127,1375000,3,2,Forest Hill Extension,,3916,1927,14,,,Active,,,http://www.redfin.com/CA/San-Francisco/671-Laguna-Honda-Blvd-94127/home/1590375,San Francisco MLS,477811,N,Y,37.7453454,-122.4568306
MLS Listing,,Single Family Residential,860 De Haro St,SAN FRANCISCO,CA,94107,3495000,3,4,SAN FRANCISCO,2323,2500,1984,14,1505,,Active,,,http://www.redfin.com/CA/San-Francisco/860-De-Haro-St-94107/home/1121615,MLSListings,ML81728277,N,Y,37.7588646,-122.4013418
MLS Listing,,Condo/Co-op,47 Noe St #4,San Francisco,CA,94114,995000,2,1,Duboce Triangle,,,1891,14,,300,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/47-Noe-St-94114/unit-4/home/144063777,San Francisco MLS,477790,N,Y,37.7683736,-122.4330909
MLS Listing,,Single Family Residential,307 Banks St,San Francisco,CA,94110,1150000,3,1,Bernal Heights,1080,1892,1952,14,1065,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/307-Banks-St-94110/home/1961315,San Francisco MLS,477677,N,Y,37.7392129,-122.4125149
MLS Listing,,Condo/Co-op,425 1st St #1907,San Francisco,CA,94105,1179000,1,1,South Beach,819,,,14,1440,989,Active,,,http://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-1907/home/17305908,San Francisco MLS,477875,N,Y,37.7860625,-122.3921764
MLS Listing,,Condo/Co-op,256 Page St,San Francisco,CA,94102,1695000,3,1.5,Hayes Valley,1832,,1885,14,925,350,Active,November-3-2018 12:00 PM,November-3-2018 02:00 PM,http://www.redfin.com/CA/San-Francisco/256-Page-St-94102/home/1903665,San Francisco MLS,476279,N,Y,37.7740234,-122.4250082
MLS Listing,,Single Family Residential,145 Brewster St,San Francisco,CA,94110,1495000,5,3,Bernal Heights,2268,1751,1915,14,659,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/145-Brewster-St-94110/home/1371114,San Francisco MLS,477857,N,Y,37.7444766,-122.4069111
MLS Listing,,Single Family Residential,252 Minerva St,San Francisco,CA,94112,888000,3,1,Oceanview,1500,3123,1933,14,592,,Active,,,http://www.redfin.com/CA/San-Francisco/252-Minerva-St-94112/home/1328787,San Francisco MLS,477870,N,Y,37.7159627,-122.4610433
MLS Listing,,Condo/Co-op,631 Ofarrell St #1107,San Francisco,CA,94109,565000,0,1,Downtown,520,,1930,14,1087,652,Active,,,http://www.redfin.com/CA/San-Francisco/631-O-Farrell-St-94109/unit-1107/home/1029794,San Francisco MLS,477871,N,Y,37.7852037,-122.4151808
MLS Listing,,Single Family Residential,4924 California St,San Francisco,CA,94118,3500000,5,4.5,Lake,,2500,1906,14,,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/4924-California-St-94118/home/1942923,San Francisco MLS,477868,N,Y,37.7847556,-122.4704964
MLS Listing,,Single Family Residential,78 Manchester St,San Francisco,CA,94110,1599000,4,2,Bernal Heights,1765,2000,1900,14,906,,Active,,,http://www.redfin.com/CA/San-Francisco/78-Manchester-St-94110/home/756081,San Francisco MLS,477673,N,Y,37.7457219,-122.4144507
MLS Listing,,Single Family Residential,540 Shotwell St,San Francisco,CA,94110,1980000,4,3,Inner Mission,1801,3491,1900,14,1099,,Active,,,http://www.redfin.com/CA/San-Francisco/540-Shotwell-St-94110/home/2034308,San Francisco MLS,477788,N,Y,37.759773,-122.416186
MLS Listing,,Single Family Residential,1139 Athens St,San Francisco,CA,94112,1049000,3,2.5,Crocker Amazon,2009,2705,1924,14,522,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1139-Athens-St-94112/home/1850165,San Francisco MLS,477424,N,Y,37.7123246,-122.4352779
MLS Listing,,Condo/Co-op,1662 Page St,San Francisco,CA,94117,1659000,3,1,Haight Ashbury,1630,,1906,14,1018,240,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1662-Page-St-94117/home/110051430,San Francisco MLS,477860,N,Y,37.7710513,-122.4481167
MLS Listing,,Condo/Co-op,2327 Divisadero St,San Francisco,CA,94115,1999000,3,2,Pacific Heights,1892,,,14,1057,450,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/2327-Divisadero-St-94115/home/931474,San Francisco MLS,477858,N,Y,37.791087,-122.441432
MLS Listing,,Condo/Co-op,464 A Filbert St,San Francisco,CA,94133,1998000,4,3.5,Telegraph Hill,,,,14,,130,Active,November-3-2018 02:00 PM,November-3-2018 05:00 PM,http://www.redfin.com/CA/San-Francisco/464A-Filbert-St-94133/home/147707841,San Francisco MLS,477703,N,Y,37.801929,-122.4072513
MLS Listing,,Condo/Co-op,8400 Oceanview Ter #115,San Francisco,CA,94132,620000,1,1,Ingleside Heights,669,,2002,15,927,442,Active,,,http://www.redfin.com/CA/San-Francisco/8400-Oceanview-Ter-94132/unit-115/home/1946614,San Francisco MLS,477863,N,Y,37.7097571,-122.4683035
MLS Listing,,Condo/Co-op,955 Union St,San Francisco,CA,94133,1890000,3,2,Russian Hill,,,1907,15,,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/955-Union-St-94133/home/147707748,San Francisco MLS,477859,N,Y,37.7995714,-122.4150373
MLS Listing,,Condo/Co-op,55 Capra Way,San Francisco,CA,94123,2695000,3,2,Marina,2220,,1927,15,1214,200,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/55-Capra-Way-94123/unit-C/home/881030,San Francisco MLS,467279,N,Y,37.802593,-122.439436
MLS Listing,,Condo/Co-op,1408 Funston Ave,San Francisco,CA,94122,998000,2,1,San Francisco County,,,1945,15,,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1408-Funston-Ave-94122/home/147610375,BAREIS,21827278,N,Y,37.761774,-122.4704443
MLS Listing,,Single Family Residential,2510 33rd Ave,San Francisco,CA,94116,998000,2,1,Parkside,1303,2247,1931,15,766,,Active,,,http://www.redfin.com/CA/San-Francisco/2510-33rd-Ave-94116/home/1360595,San Francisco MLS,477475,N,Y,37.7402683,-122.4903507
MLS Listing,,Condo/Co-op,981 Dolores St,San Francisco,CA,94110,1495000,3,1.5,Noe Valley,,,,15,,202,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/981-Dolores-St-94110/home/719279,San Francisco MLS,477841,N,Y,37.7537568,-122.4249354
MLS Listing,,Multi-Family (5+ Unit),627 41st Ave,San Francisco,CA,94121,2150000,5,,Outer Richmond,3414,3000,1962,15,630,,Active,,,http://www.redfin.com/CA/San-Francisco/627-41st-Ave-94121/home/2026934,San Francisco MLS,477839,N,Y,37.7768078,-122.502067
MLS Listing,,Condo/Co-op,8400 Oceanview Ter #220,San Francisco,CA,94132,599000,1,1,Ingleside Heights,669,,2002,15,895,441,Active,November-3-2018 01:30 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/8400-Oceanview-Ter-94132/unit-220/home/147706795,San Francisco MLS,477829,N,Y,37.7097571,-122.4683035
MLS Listing,,Single Family Residential,419 Lakeshore Dr,San Francisco,CA,94132,1488000,5,4,Lake Shore,1969,3284,1952,15,756,,Active,,,http://www.redfin.com/CA/San-Francisco/419-Lakeshore-Dr-94132/home/1681544,San Francisco MLS,477773,N,Y,37.7334213,-122.4956564
MLS Listing,,Multi-Family (2-4 Unit),734-736 20th Ave,San Francisco,CA,94121,1838000,4,2,Central Richmond,3080,3000,1922,15,597,,Active,,,http://www.redfin.com/CA/San-Francisco/734-20th-Ave-94121/home/1588737,San Francisco MLS,477836,N,Y,37.7740038,-122.4785906
MLS Listing,,Single Family Residential,819 Francisco,San Francisco,CA,94109,6999000,4,4,Russian Hill,6000,3953,,15,1167,,Active,,,http://www.redfin.com/CA/San-Francisco/819-Francisco-St-94109/home/539404,San Francisco MLS,477027,N,Y,37.8038536,-122.4190966
MLS Listing,,Multi-Family (2-4 Unit),239 Maynard St,San Francisco,CA,94112,1195000,5,3,Excelsior,1884,2750,1906,15,634,,Active,,,http://www.redfin.com/CA/San-Francisco/239-Maynard-St-94112/home/1639075,San Francisco MLS,477827,N,Y,37.7295994,-122.4251911
MLS Listing,,Single Family Residential,2070 23rd Ave,San Francisco,CA,94116,1049000,2,1,Parkside,1350,2996,1941,15,777,,Active,,,http://www.redfin.com/CA/San-Francisco/2070-23rd-Ave-94116/home/649120,San Francisco MLS,477819,N,Y,37.7490232,-122.4801809
MLS Listing,,Condo/Co-op,829 Folsom St #918,San Francisco,CA,94107,1245000,2,2,Yerba Buena,931,,2010,15,1337,770,Active,,,http://www.redfin.com/CA/San-Francisco/829-Folsom-St-94107/unit-918/home/40142738,San Francisco MLS,477700,N,Y,37.7811548,-122.4016513
MLS Listing,,Single Family Residential,435 Head St,San Francisco,CA,94132,699000,2,1,Ingleside Heights,781,2495,1946,15,895,,Active,,,http://www.redfin.com/CA/San-Francisco/435-Head-St-94132/home/830808,San Francisco MLS,477801,N,Y,37.7149902,-122.4646257
MLS Listing,,Multi-Family (2-4 Unit),2739 Geary Blvd,San Francisco,CA,94118,1900000,,,Lone Mountain,4023,3123,1900,15,472,,Active,,,http://www.redfin.com/CA/San-Francisco/2739-Geary-Blvd-94118/home/146047846,San Francisco MLS,477800,N,Y,37.7820721,-122.448526
MLS Listing,,Condo/Co-op,838 Bay St,San Francisco,CA,94109,1428000,3,2,Russian Hill,1254,,1912,15,1139,495,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/838-Bay-St-94109/home/58621009,San Francisco MLS,477810,N,Y,37.804953,-122.421167
MLS Listing,,Condo/Co-op,1688 Pine St Unit E804,San Francisco,CA,94109,725000,1,1,Pacific Heights,500,10000,2016,15,1450,587,Active,November-4-2018 01:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-E804/home/102539768,Bridge MLS,40843049,N,Y,37.789553,-122.4232788
MLS Listing,,Vacant Land,38 Nevada St,San Francisco,CA,94110,799000,,,Bernal Heights,,1746,,15,,,Active,,,http://www.redfin.com/CA/San-Francisco/38-Nevada-St-94110/unit-V/home/110063830,San Francisco MLS,477802,N,Y,37.742066,-122.4114956
MLS Listing,,Vacant Land,40 Nevada St,San Francisco,CA,94110,799000,,,Bernal Heights,,1750,,15,,,Active,,,http://www.redfin.com/CA/San-Francisco/40-Nevada-St-94110/unit-V/home/110063844,San Francisco MLS,477803,N,Y,37.7419975,-122.4114986
MLS Listing,,Condo/Co-op,1454 California St #3,San Francisco,CA,94109,1195000,2,1.5,Nob Hill,1264,,1909,15,945,400,Active,,,http://www.redfin.com/CA/San-Francisco/1454-California-St-94109/unit-3/home/550525,San Francisco MLS,477792,N,Y,37.791171,-122.418364
MLS Listing,,Single Family Residential,746 Andover St,San Francisco,CA,94110,995000,3,1,Bernal Heights,1535,1750,1904,15,648,,Active,,,http://www.redfin.com/CA/San-Francisco/746-Andover-St-94110/home/1065107,San Francisco MLS,477767,N,Y,37.7340301,-122.4171387
MLS Listing,,Condo/Co-op,1630 Clay St #5,SAN FRANCISCO,CA,94109,859000,1,1,SAN FRANCISCO,600,,1923,15,1432,470,Active,,,http://www.redfin.com/CA/San-Francisco/1630-Clay-St-94109/unit-5/home/114076771,MLSListings,ML81728121,N,Y,37.7927019,-122.4200267
MLS Listing,,Condo/Co-op,106 Grand View Ave,SAN FRANCISCO,CA,94114,999989,2,2,SAN FRANCISCO,1452,,1906,15,689,250,Active,,,http://www.redfin.com/CA/San-Francisco/106-Grand-View-Ave-94114/unit-1/home/145695595,MLSListings,ML81728115,N,Y,37.756216,-122.440348
MLS Listing,,Single Family Residential,1447 25th Ave,San Francisco,CA,94122,895000,2,2,Central Sunset,1700,2996,1916,15,526,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1447-25th-Ave-94122/home/630042,San Francisco MLS,477747,N,Y,37.7604988,-122.4835525
MLS Listing,,Single Family Residential,1920 Ortega St,San Francisco,CA,94122,1250000,3,2.25,Central Sunset,1648,1873,,15,758,,Active,,,http://www.redfin.com/CA/San-Francisco/1920-Ortega-St-94122/home/1878181,San Francisco MLS,477797,N,Y,37.752239,-122.484308
MLS Listing,,Single Family Residential,151 Navajo St,San Francisco,CA,94112,998000,3,1.25,Mission Terrace,1325,3600,1939,15,753,,Active,,,http://www.redfin.com/CA/San-Francisco/151-Navajo-Ave-94112/home/2014793,San Francisco MLS,477367,N,Y,37.7207732,-122.4456843
MLS Listing,,Condo/Co-op,2704 Pine St,San Francisco,CA,94115,895000,3,1,Lower Pacific Height,1350,,1895,15,663,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/2704-Pine-St-94115/home/1780305,San Francisco MLS,477686,N,Y,37.7872575,-122.4407625
MLS Listing,,Condo/Co-op,2706 Pine St,San Francisco,CA,94115,1095000,3,1,Lower Pacific Height,1440,,1895,15,760,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/2706-Pine-St-94115/home/147702558,San Francisco MLS,477687,N,Y,37.7871853,-122.440785
MLS Listing,,Condo/Co-op,2708 Pine St,San Francisco,CA,94115,1195000,3,1,Lower Pacific Height,1600,,1895,15,747,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/2708-Pine-St-94115/home/147702444,San Francisco MLS,477689,N,Y,37.7872352,-122.4407708
MLS Listing,,Single Family Residential,2337 Taraval St,San Francisco,CA,94116,1599000,5,3,Parkside,2328,2495,1912,15,687,,Active,,,http://www.redfin.com/CA/San-Francisco/2337-Taraval-94116/home/1211440,San Francisco MLS,477762,N,Y,37.7420393,-122.4913677
MLS Listing,,Single Family Residential,310 Valdez Ave,San Francisco,CA,94127,1799000,3,1,Westwood Highlands,1630,4046,1925,15,1104,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/310-Valdez-Ave-94127/home/1895368,San Francisco MLS,477281,N,Y,37.7330057,-122.4560345
MLS Listing,,Multi-Family (2-4 Unit),263-265 17th Ave,San Francisco,CA,94121,3000000,7,5,Central Richmond,4210,3000,1996,15,713,,Active,,,http://www.redfin.com/CA/San-Francisco/263-17th-Ave-94121/home/1402755,San Francisco MLS,476962,N,Y,37.783029,-122.476679
MLS Listing,,Multi-Family (5+ Unit),565 Shotwell St,San Francisco,CA,94110,4888000,14,,Inner Mission,6354,6860,1900,16,769,,Active,,,http://www.redfin.com/CA/San-Francisco/565-Shotwell-St-94110/home/1820759,San Francisco MLS,477787,N,Y,37.7593668,-122.4155138
MLS Listing,,Condo/Co-op,1651 Washington St,San Francisco,CA,94109,1495000,3,2,Nob Hill,1477,,,16,1012,404,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1651-Washington-St-94109/home/25676187,San Francisco MLS,477782,N,Y,37.7931772,-122.420484
MLS Listing,,Condo/Co-op,1650 Jackson St #303,San Francisco,CA,94109,749000,0,1,Nob Hill,632,,1991,16,1185,666,Active,,,http://www.redfin.com/CA/San-Francisco/1650-Jackson-St-94109/unit-303/home/1227157,San Francisco MLS,477780,N,Y,37.7942661,-122.42226
MLS Listing,,Single Family Residential,899 Urbano Dr,San Francisco,CA,94127,1799000,3,2,San Francisco County,2262,5798,1923,16,795,,Active,November-3-2018 12:00 PM,November-3-2018 03:00 PM,http://www.redfin.com/CA/San-Francisco/899-Urbano-Dr-94127/home/1769377,BAREIS,21825525,N,Y,37.7242626,-122.463509
MLS Listing,,Condo/Co-op,73 Sumner St #205,San Francisco,CA,94103,995000,1,2,South of Market,1096,,2002,16,908,625,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/73-Sumner-St-94103/unit-205/home/12397819,San Francisco MLS,477647,N,Y,37.7761038,-122.4100715
MLS Listing,,Multi-Family (2-4 Unit),339 Jersey,San Francisco,CA,94114,3280000,6,4,San Francisco,3312,2848,1900,16,990,,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/339-Jersey-St-94114/home/1606945,Bridge MLS,40842925,N,Y,37.750329,-122.4326929
MLS Listing,,Condo/Co-op,6 Mint Plz Unit 503A,San Francisco,CA,94103,995000,2,1,South of Market,,,,16,,759,Active,,,http://www.redfin.com/CA/San-Francisco/6-Mint-Plz-94103/unit-503A/home/147674313,San Francisco MLS,477360,N,Y,37.7830273,-122.4078637
MLS Listing,,Single Family Residential,122 Sussex St,San Francisco,CA,94131,995000,3,1,Glen Park,1503,2996,1908,16,662,,Active,,,http://www.redfin.com/CA/San-Francisco/122-Sussex-St-94131/home/1551537,San Francisco MLS,477729,N,Y,37.7372235,-122.4352779
MLS Listing,,Single Family Residential,3005 San Bruno Ave,SAN FRANCISCO,CA,94134,899000,3,3,SAN FRANCISCO,2800,3798,1900,16,321,,Active,,,http://www.redfin.com/CA/San-Francisco/3005-San-Bruno-Ave-94134/home/147583199,MLSListings,ML81727985,N,Y,37.7236444,-122.401701
MLS Listing,,Condo/Co-op,500 Masonic Ave #8,San Francisco,CA,94117,899000,1,1.5,North Panhandle,1024,,2001,16,878,756,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/500-Masonic-Ave-94117/unit-8/home/855765,San Francisco MLS,474770,N,Y,37.7766299,-122.4462643
MLS Listing,,Single Family Residential,37 Miraloma Dr,San Francisco,CA,94127,1250000,3,1.5,Miraloma Park,1250,3336,1926,16,1000,,Active,,,http://www.redfin.com/CA/San-Francisco/37-Miraloma-Dr-94127/home/2021844,San Francisco MLS,477744,N,Y,37.7394577,-122.4597497
MLS Listing,,Single Family Residential,590 Spruce St,San Francisco,CA,94118,3050000,3,3,Jordan Park/Laurel Heights,2417,3746,1948,16,1262,,Active,,,http://www.redfin.com/CA/San-Francisco/590-Spruce-St-94118/home/882144,San Francisco MLS,477674,N,Y,37.7843449,-122.4534692
