SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),186-188 Jules Ave,San Francisco,CA,94112,988000,4,2,Ingleside,2200,1873,1946,7,449,,Active,,,http://www.redfin.com/CA/San-Francisco/186-Jules-Ave-94112/home/1793495,San Francisco MLS,478131,N,Y,37.7215748,-122.4609928
MLS Listing,,Single Family Residential,191 San Felipe Ave,San Francisco,CA,94127,2695000,3,3,Monterey Heights,2850,3933,1926,22,946,2,Active,,,http://www.redfin.com/CA/San-Francisco/191-San-Felipe-Ave-94127/home/1212225,San Francisco MLS,477522,N,Y,37.7323193,-122.4634647
MLS Listing,,Condo/Co-op,2211 California St #407,San Francisco,CA,94115,789000,1,1,Pacific Heights,615,,1911,36,1283,577,Active,,,http://www.redfin.com/CA/San-Francisco/2211-California-St-94115/unit-407/home/147575262,San Francisco MLS,476768,N,Y,37.7889918,-122.4309977
MLS Listing,,Condo/Co-op,1046 Jackson St,San Francisco,CA,94133,1495000,3,2,Nob Hill,1210,,2017,42,1236,375,Active,,,http://www.redfin.com/CA/San-Francisco/1046-Jackson-St-94133/home/147160870,San Francisco MLS,476536,N,Y,37.7954304,-122.4123244
MLS Listing,,Condo/Co-op,829 Folsom St #406,San Francisco,CA,94107,770000,1,1,Yerba Buena,675,,2010,42,1141,743,Active,,,http://www.redfin.com/CA/San-Francisco/829-Folsom-St-94107/unit-406/home/40142702,San Francisco MLS,476530,N,Y,37.7811548,-122.4016513
MLS Listing,,Condo/Co-op,161 Gilbert St #15,San Francisco,CA,94103,749000,1,1.5,South of Market,760,,1995,43,986,620,Active,,,http://www.redfin.com/CA/San-Francisco/161-Gilbert-St-94103/unit-15/home/12396003,San Francisco MLS,476440,N,Y,37.7730892,-122.4017629
MLS Listing,,Condo/Co-op,1080 Sutter St #803,San Francisco,CA,94109,899000,2,1,Downtown,,,2014,44,,671,Active,,,http://www.redfin.com/CA/San-Francisco/1080-Sutter-St-94109/unit-803/home/52321520,San Francisco MLS,476365,N,Y,37.7882378,-122.4180578
MLS Listing,,Condo/Co-op,1440 Broadway #201,San Francisco,CA,94109,869000,1,1,Nob Hill,763,,1982,51,1139,632,Active,,,http://www.redfin.com/CA/San-Francisco/1440-Broadway-94109/unit-201/home/1762586,San Francisco MLS,475889,N,Y,37.7962646,-122.4208442
MLS Listing,,Condo/Co-op,2200 Pacific Ave Unit 6B,San Francisco,CA,94115,1379000,1,1.5,Pacific Heights,1172,,1962,53,1177,1206,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/2200-Pacific-Ave-94115/unit-6B/home/1434384,San Francisco MLS,475647,N,Y,37.7939819,-122.4317719
MLS Listing,,Condo/Co-op,830 Alabama St Unit B,San Francisco,CA,94110,1350000,3,2,Inner Mission,1639,,1900,58,824,,Active,,,http://www.redfin.com/CA/San-Francisco/830-Alabama-St-94110/unit-B/home/21857633,San Francisco MLS,475432,N,Y,37.7581599,-122.411765
MLS Listing,,Condo/Co-op,1042 Jackson St,San Francisco,CA,94133,1745000,4,3,Nob Hill,,,,85,,410,Active,,,http://www.redfin.com/CA/San-Francisco/1042-Jackson-St-94133/home/1450579,San Francisco MLS,474386,N,Y,37.7954586,-122.4122859
MLS Listing,,Condo/Co-op,1044 Jackson St,San Francisco,CA,94133,1395000,3,2,Nob Hill,1200,,,85,1163,375,Active,,,http://www.redfin.com/CA/San-Francisco/1044-Jackson-St-94133/home/114079307,San Francisco MLS,474384,N,Y,37.7954335,-122.4122732
Redfin Data,,Condo/Co-op,1000 Franklin St #301,San Francisco,CA,94109,998000,2,2,San Francisco,1054,,1900,3,947,393,Pre On-Market,,,http://www.redfin.com/CA/San-Francisco/1000-Franklin-St-94109/unit-301/home/147932270,Coming Soon,22333,N,Y,37.7838656,-122.422437
MLS Listing,,Single Family Residential,4535 19th St,San Francisco,CA,94114,1150000,2,1,Eureka Valley/Dolore,755,2000,1907,1,1523,,Active,November-4-2018 01:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/4535-19th-St-94114/home/672894,San Francisco MLS,478343,N,Y,37.7588233,-122.4399227
MLS Listing,,Condo/Co-op,85 Summit Way,SAN FRANCISCO,CA,94132,1489000,3,2.5,SAN FRANCISCO,2133,1502,2015,1,698,295,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/85-Summit-Way-94132/home/83351486,MLSListings,ML81729931,N,Y,37.7150878,-122.475142
MLS Listing,,Condo/Co-op,1000 North Point St #1402,San Francisco,CA,94109,1165000,2,1,Russian Hill,1000,,1963,1,1165,1286,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1000-N-Point-St-94109/unit-1402/home/12395377,San Francisco MLS,478238,N,Y,37.8055099,-122.4241573
MLS Listing,,Single Family Residential,8 College Ter,San Francisco,CA,94112,999000,2,1,Bernal Heights,1570,1716,1915,1,636,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/8-College-Ter-94112/home/1912651,San Francisco MLS,478128,N,Y,37.7345685,-122.4260603
MLS Listing,,Single Family Residential,3917 18th St,San Francisco,CA,94114,1395000,3,2,Eureka Valley/Dolore,,,,1,,,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/3917-18th-St-94114/home/709778,San Francisco MLS,477607,N,Y,37.761013,-122.4309588
MLS Listing,,Single Family Residential,230 Shields St,San Francisco,CA,94132,1098000,3,2,Merced Heights,1961,2495,1931,1,560,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/230-Shields-St-94132/home/1440698,San Francisco MLS,477150,N,Y,37.718101,-122.4650458
MLS Listing,,Single Family Residential,80 Wilmot,SAN FRANCISCO,CA,94115,4295000,3,2.5,SAN FRANCISCO,2875,2810,1994,1,1494,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/80-Wilmot-St-94115/home/1079007,MLSListings,ML81729919,N,Y,37.7876372,-122.4331323
MLS Listing,,Single Family Residential,4279 26th St,San Francisco,CA,94131,2995000,4,3,Noe Valley,2457,2850,1932,1,1219,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/4279-26th-St-94131/home/1354311,San Francisco MLS,478390,N,Y,37.747752,-122.43542
MLS Listing,,Condo/Co-op,260 King St #1515,San Francisco,CA,94107,899000,1,1,Mission Bay,903,,2004,1,996,816,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-1515/home/11743403,San Francisco MLS,478364,N,Y,37.7776422,-122.3934181
MLS Listing,,Single Family Residential,1099 Dolores St,San Francisco,CA,94110,1695000,3,2,Noe Valley,,2938,1905,1,,,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1099-Dolores-St-94110/home/896437,San Francisco MLS,478276,N,Y,37.7519702,-122.4248925
MLS Listing,,Single Family Residential,2451 26th Ave,San Francisco,CA,94116,1495000,4,2,Parkside,2175,3000,1916,1,687,,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/2451-26th-Ave-94116/home/1840405,San Francisco MLS,476136,N,Y,37.7417378,-122.4834088
MLS Listing,,Condo/Co-op,829 Oak St,San Francisco,CA,94117,1875000,4,5,Hayes Valley,,,,1,,400,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/829-Oak-St-94117/home/1060080,San Francisco MLS,478365,N,Y,37.7734116,-122.4329528
MLS Listing,,Single Family Residential,368 Bradford St,San Francisco,CA,94110,1299000,4,3,Bernal Heights,1620,2099,1962,1,802,,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/368-Bradford-St-94110/home/1264728,San Francisco MLS,478360,N,Y,37.7372159,-122.4098932
MLS Listing,,Condo/Co-op,1051 Mississippi St,San Francisco,CA,94107,869000,0,1,Potrero Hill,1229,,,1,707,410,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1051-Mississippi-St-94107/home/147973695,San Francisco MLS,478376,N,Y,37.753057,-122.393363
MLS Listing,,Single Family Residential,143 Athens St,San Francisco,CA,94112,899000,3,2,Excelsior,942,1873,1950,1,954,,Active,November-2-2018 05:00 PM,November-2-2018 06:30 PM,http://www.redfin.com/CA/San-Francisco/143-Athens-St-94112/home/1735766,San Francisco MLS,478349,N,Y,37.7255811,-122.425345
MLS Listing,,Condo/Co-op,650 Delancey St #411,San Francisco,CA,94107,1525000,2,2,South Beach,1430,,1996,1,1066,597,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/650-Delancey-St-94107/unit-411/home/12396082,San Francisco MLS,473741,N,Y,37.7828142,-122.3896475
MLS Listing,,Single Family Residential,830 Victoria St,San Francisco,CA,94127,1695000,4,2,Ingleside Terrace,2315,4477,1919,1,732,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/830-Victoria-St-94127/home/1380138,San Francisco MLS,478371,N,Y,37.7256123,-122.4640839
MLS Listing,,Single Family Residential,344 Ewing Ter,San Francisco,CA,94118,1450000,2,1,Lone Mountain,1250,2243,1940,1,1160,,Active,November-3-2018 01:30 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/344-Ewing-Ter-94118/home/1894048,San Francisco MLS,478358,N,Y,37.77944,-122.448153
MLS Listing,,Condo/Co-op,77 Dow Pl #904,San Francisco,CA,94107,799000,1,1.5,Yerba Buena,1065,,2002,1,750,754,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/77-Dow-Pl-94107/unit-904/home/1266594,San Francisco MLS,478361,N,Y,37.7840759,-122.3967181
MLS Listing,,Single Family Residential,1463 41st Ave,San Francisco,CA,94122,995000,3,2,Outer Sunset,1465,3000,,1,679,,Active,November-2-2018 02:00 PM,November-2-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1463-41st-Ave-94122/home/1200509,San Francisco MLS,478323,N,Y,37.7594695,-122.5007407
MLS Listing,,Townhouse,1688 Wallace Ave #202,San Francisco,CA,94124,668000,2,3,Bayview,1063,,2003,1,628,613,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1688-Wallace-Ave-94124/unit-202/home/1958141,San Francisco MLS,478357,N,Y,37.728489,-122.3925242
MLS Listing,,Single Family Residential,848 Clayton St,San Francisco,CA,94117,3850000,6,4.5,Buena Vista Park,3290,2643,1900,1,1170,,Active,November-3-2018 11:00 AM,November-3-2018 01:00 PM,http://www.redfin.com/CA/San-Francisco/848-Clayton-St-94117/home/1920818,San Francisco MLS,478350,N,Y,37.7656164,-122.4474537
MLS Listing,,Single Family Residential,4042 25th St,San Francisco,CA,94114,1989000,3,2,Noe Valley,1800,2850,1907,1,1105,,Active,November-4-2018 01:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/4042-25th-St-94114/home/1544470,San Francisco MLS,478306,N,Y,37.7501306,-122.4305111
MLS Listing,,Single Family Residential,288 Broad St,San Francisco,CA,94112,998000,4,4.5,Oceanview,1980,3105,1908,1,504,,Active,November-3-2018 02:00 PM,November-3-2018 04:30 PM,http://www.redfin.com/CA/San-Francisco/288-Broad-St-94112/home/1488911,San Francisco MLS,478347,N,Y,37.7133868,-122.4621822
MLS Listing,,Condo/Co-op,1950 Gough St #205,San Francisco,CA,94109,829000,0,1,Pacific Heights,950,,1926,1,873,570,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1950-Gough-St-94109/unit-205/home/1451173,San Francisco MLS,478341,N,Y,37.7915672,-122.425711
MLS Listing,,Single Family Residential,258 Sussex St,San Francisco,CA,94131,1295000,2,1,Glen Park,1043,2374,1949,1,1242,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/258-Sussex-St-94131/home/1615672,San Francisco MLS,478307,N,Y,37.736731,-122.437421
MLS Listing,,Single Family Residential,410 Vienna St,San Francisco,CA,94112,1195000,4,4.5,San Francisco County,2620,2500,1912,1,456,,Active,November-4-2018 01:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/410-Vienna-St-94112/home/966681,BAREIS,21828363,N,Y,37.7219088,-122.4295489
MLS Listing,,Condo/Co-op,558 Wisconsin,San Francisco,CA,94107,998000,2,2,Potrero Hill,1150,,1978,1,868,819,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/558-Wisconsin-St-94107/unit-25/home/1719758,San Francisco MLS,478339,N,Y,37.760459,-122.399724
MLS Listing,,Vacant Land,923 Kansas St #939,San Francisco,CA,94107,8995000,,,Potrero Hill,,12475,,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/923-Kansas-St-94107/unit-939/home/147963661,San Francisco MLS,478337,N,Y,37.7581572,-122.4029258
MLS Listing,,Condo/Co-op,502 Clayton St,San Francisco,CA,94117,1295000,2,1,Haight Ashbury,1418,,1901,1,913,288,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/502-Clayton-St-94117/home/17305645,San Francisco MLS,478203,N,Y,37.77062,-122.448474
MLS Listing,,Single Family Residential,36 Brunswick St,San Francisco,CA,94112,1195000,2,2,Crocker Amazon,,1799,1916,1,,,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/36-Brunswick-St-94112/home/1647268,San Francisco MLS,478262,N,Y,37.7119957,-122.4387394
MLS Listing,,Condo/Co-op,4674 18th St,San Francisco,CA,94114,998000,2,1,Eureka Valley/Dolore,1115,,1912,1,895,200,Active,November-3-2018 10:00 AM,November-3-2018 12:00 PM,http://www.redfin.com/CA/San-Francisco/4674-18th-St-94114/home/1970189,San Francisco MLS,478329,N,Y,37.760618,-122.442889
MLS Listing,,Multi-Family (2-4 Unit),1538-1540 Shafter Ave,San Francisco,CA,94124,998000,5,2.5,Bayview,2556,2495,1910,1,390,,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1538-Shafter-Ave-94124/home/1807203,San Francisco MLS,478327,N,Y,37.7306087,-122.389435
MLS Listing,,Multi-Family (2-4 Unit),2032-2036 Clement St,San Francisco,CA,94121,3985000,7,6,Central Richmond,3553,3110,2017,1,1122,,Active,,,http://www.redfin.com/CA/San-Francisco/2032-Clement-St-94121/home/147944673,San Francisco MLS,478291,N,Y,37.7823056,-122.4812269
MLS Listing,,Condo/Co-op,1 Beaver St,San Francisco,CA,94114,2000000,4,2,Duboce Triangle,,,1900,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/1-Beaver-St-94114/home/1919136,San Francisco MLS,474955,N,Y,37.7650826,-122.4332232
MLS Listing,,Condo/Co-op,701 Minna St #22,San Francisco,CA,94103,1195000,2,2.5,South of Market,1724,,1999,2,693,587,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/701-Minna-St-94103/unit-22/home/12397118,San Francisco MLS,478154,N,Y,37.7767134,-122.4127391
MLS Listing,,Condo/Co-op,701 Pennsylvania Ave #105,San Francisco,CA,94107,1225000,2,2.5,Potrero Hill,1155,,1999,2,1061,563,Active,November-2-2018 04:00 PM,November-2-2018 06:00 PM,http://www.redfin.com/CA/San-Francisco/701-Pennsylvania-Ave-94107/unit-105/home/147939512,San Francisco MLS,478304,N,Y,37.757359,-122.3928782
MLS Listing,,Single Family Residential,551 Los Palmos Dr,San Francisco,CA,94127,2595000,5,4,Westwood Highlands,,4721,1950,2,,,Active,,,http://www.redfin.com/CA/San-Francisco/551-Los-Palmos-Dr-94127/home/1694399,San Francisco MLS,478319,N,Y,37.7339617,-122.454199
MLS Listing,,Condo/Co-op,1451 Montgomery St #4,San Francisco,CA,94133,1685000,2,2,Telegraph Hill,,,,2,,520,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1451-Montgomery-St-94133/unit-4/home/22045220,San Francisco MLS,478320,N,Y,37.802663,-122.4049373
MLS Listing,,Single Family Residential,201 Topeka Ave,San Francisco,CA,94124,859000,2,2,Silver Terrace,1220,1986,1947,2,704,,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/201-Topeka-Ave-94124/home/1695614,San Francisco MLS,478261,N,Y,37.7334099,-122.3975471
MLS Listing,,Condo/Co-op,101 Lombard St Unit 314E,San Francisco,CA,94111,1399000,1,2,North Waterfront,1509,,1983,2,927,1450,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/101-Lombard-St-94111/unit-314E/home/1887309,San Francisco MLS,478310,N,Y,37.8037039,-122.4045169
MLS Listing,,Condo/Co-op,36 Rico Way,San Francisco,CA,94123,1598000,2,2,Marina,1574,,,2,1015,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/36-Rico-Way-94123/home/147937892,San Francisco MLS,478292,N,Y,37.8049401,-122.4390061
MLS Listing,,Single Family Residential,2005 Buchanan St,San Francisco,CA,94115,3750000,4,5,Lower Pacific Height,3212,2230,1900,2,1167,,Active,November-2-2018 05:00 PM,November-2-2018 06:00 PM,http://www.redfin.com/CA/San-Francisco/2005-Buchanan-St-94115/home/570134,San Francisco MLS,478303,N,Y,37.7886305,-122.4305996
MLS Listing,,Condo/Co-op,829 Oak St Unit B,SAN FRANCISCO,CA,94117,495000,2,2,SAN FRANCISCO,816,,1900,2,607,138,Active,November-3-2018 10:00 AM,November-3-2018 12:00 PM,http://www.redfin.com/CA/San-Francisco/829-Oak-St-94117/unit-B/home/147937399,MLSListings,ML81729662,N,Y,37.7734785,-122.4330328
MLS Listing,,Single Family Residential,1239 Fitzgerald Ave,San Francisco,CA,94124,899000,3,1,Bayview,1380,2495,1960,2,651,,Active,,,http://www.redfin.com/CA/San-Francisco/1239-Fitzgerald-Ave-94124/home/1784373,San Francisco MLS,478207,N,Y,37.7212699,-122.3921923
MLS Listing,,Single Family Residential,413 Lyon St,San Francisco,CA,94117,1388000,2,1,North Panhandle,,2809,1900,2,,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/413-Lyon-St-94117/home/1492342,San Francisco MLS,478300,N,Y,37.774804,-122.4431188
MLS Listing,,Condo/Co-op,856 Green St #1,San Francisco,CA,94133,849000,2,1,Russian Hill,,,1908,2,,259,Active,November-3-2018 11:00 AM,November-3-2018 01:00 PM,http://www.redfin.com/CA/San-Francisco/856-Green-St-94133/unit-1/home/102817209,San Francisco MLS,477212,N,Y,37.799099,-122.4132363
MLS Listing,,Single Family Residential,217 Warren Dr,San Francisco,CA,94131,1750000,4,3,Forest Knolls,1934,4046,1959,2,905,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/217-Warren-Dr-94131/home/676662,San Francisco MLS,478264,N,Y,37.7539105,-122.4608111
MLS Listing,,Multi-Family (2-4 Unit),49 Bosworth St,San Francisco,CA,94112,1695000,,,Bernal Heights,3340,2199,1959,3,507,,Active,November-3-2018 02:00 PM,November-3-2018 03:00 PM,http://www.redfin.com/CA/San-Francisco/49-Bosworth-St-94112/home/1607263,San Francisco MLS,478293,N,Y,37.7334258,-122.4274032
MLS Listing,,Single Family Residential,1938 18th Ave,San Francisco,CA,94116,1498000,3,2,Inner Parkside,1820,2897,,3,823,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1938-18th-Ave-94116/home/1119733,San Francisco MLS,478283,N,Y,37.7516909,-122.4749961
MLS Listing,,Condo/Co-op,765 Market St Unit 36H,San Francisco,CA,94103,2225000,2,2.5,Downtown,1427,,2001,3,1559,2112,Active,,,http://www.redfin.com/CA/San-Francisco/765-Market-St-94103/unit-36H/home/1568326,Bridge MLS,40844409,N,Y,37.786097,-122.4041629
MLS Listing,,Condo/Co-op,401 Harrison St Unit 33F,San Francisco,CA,94105,1476000,1,1,South Beach,830,,2014,3,1778,1097,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-33F/home/144064285,San Francisco MLS,478279,N,Y,37.7863747,-122.3919931
MLS Listing,,Condo/Co-op,401 Harrison St Unit 31A,San Francisco,CA,94105,1157000,1,1,South Beach,840,,2014,3,1377,1143,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-31A/home/144064270,San Francisco MLS,478278,N,Y,37.7863747,-122.3919931
MLS Listing,,Condo/Co-op,401 Harrison St Unit 36C,San Francisco,CA,94105,2375000,2,2,South Beach,1334,,2015,3,1780,1248,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-36C/home/144064297,San Francisco MLS,478277,N,Y,37.7863747,-122.3919931
MLS Listing,,Condo/Co-op,1880 Steiner St #103,San Francisco,CA,94115,1400000,2,2.5,Lower Pacific Height,1407,,,3,995,638,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1880-Steiner-St-94115/unit-103/home/850192,San Francisco MLS,478239,N,Y,37.7867101,-122.4346032
MLS Listing,,Condo/Co-op,72 Townsend St #502,San Francisco,CA,94107,1595000,2,2,South Beach,1294,,2015,3,1233,870,Active,,,http://www.redfin.com/CA/San-Francisco/72-Townsend-St-94107/unit-502/home/102249388,San Francisco MLS,478270,N,Y,37.7812595,-122.3902125
MLS Listing,,Single Family Residential,463 Nevada St,San Francisco,CA,94110,999000,3,2,Bernal Heights,1250,1751,1964,3,799,,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/463-Nevada-St-94110/home/765699,Bridge MLS,40844389,N,Y,37.73616,-122.4115415
MLS Listing,,Multi-Family (2-4 Unit),1396 47th Ave,San Francisco,CA,94122,1674800,6,3,Outer Sunset,2723,2563,1953,3,615,,Active,,,http://www.redfin.com/CA/San-Francisco/1396-47th-Ave-94122/home/1137842,San Francisco MLS,478271,N,Y,37.7605639,-122.5068504
MLS Listing,,Single Family Residential,288 Thrift St,San Francisco,CA,94112,698800,2,1,Oceanview,750,3123,1949,3,932,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/288-Thrift-St-94112/home/827175,San Francisco MLS,478269,N,Y,37.7175717,-122.4621379
MLS Listing,,Condo/Co-op,140 South Van Ness Ave #1130,San Francisco,CA,94103,799000,1,1,South of Market,795,,2002,3,1005,486,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/140-Van-Ness-Ave-94102/unit-1130/home/147932019,San Francisco MLS,478265,N,Y,37.7771398,-122.4195586
MLS Listing,,Single Family Residential,2256 20th Ave,San Francisco,CA,94116,1499000,5,4,Parkside,2781,2996,1929,3,539,,Active,November-3-2018 01:30 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/2256-20th-Ave-94116/home/1678019,San Francisco MLS,478230,N,Y,37.7457309,-122.4767317
MLS Listing,,Single Family Residential,480 Amherst St,San Francisco,CA,94134,1250000,4,3,Portola,1385,1751,1950,4,903,,Active,November-11-2018 02:00 PM,November-11-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/480-Amherst-St-94134/home/1687941,San Francisco MLS,478246,N,Y,37.7235333,-122.4152361
MLS Listing,,Condo/Co-op,501 Crescent Way #5208,San Francisco,CA,94134,858000,2,2,Candlestick Point,1095,,2006,4,784,450,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/501-Crescent-Way-94134/unit-5208/home/22891475,San Francisco MLS,478240,N,Y,37.7119288,-122.3886055
MLS Listing,,Condo/Co-op,501 Crescent Way #5310,San Francisco,CA,94134,828000,2,2,Candlestick Point,872,,2006,4,950,440,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/501-Crescent-Way-94134/unit-5310/home/12402214,San Francisco MLS,478234,N,Y,37.7119288,-122.3886055
MLS Listing,,Condo/Co-op,50 Lansing St #701,San Francisco,CA,94105,1995000,3,3,South Beach,1937,,2006,4,1030,1029,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/50-Lansing-St-94105/unit-701/home/22885861,San Francisco MLS,477971,N,Y,37.7861476,-122.3942911
MLS Listing,,Multi-Family (2-4 Unit),251-253 9th Ave,San Francisco,CA,94118,1800000,5,2,Inner Richmond,2800,2996,1902,4,643,,Active,November-3-2018 12:00 PM,November-3-2018 03:00 PM,http://www.redfin.com/CA/San-Francisco/251-9th-Ave-94118/home/1154889,San Francisco MLS,476910,N,Y,37.7836459,-122.4680219
MLS Listing,,Condo/Co-op,3627 Webster St,San Francisco,CA,94123,1795000,2,1.5,Marina,1720,,1931,4,1044,290,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/3627-Webster-St-94123/home/12276969,San Francisco MLS,478224,N,Y,37.804186,-122.435538
MLS Listing,,Condo/Co-op,44 Macondray Ln Unit 5E,San Francisco,CA,94133,2149000,2,2,Russian Hill,1020,,1980,4,2107,826,Active,November-4-2018 01:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/44-Macondray-Ln-94133/unit-5E/home/1216093,San Francisco MLS,477491,N,Y,37.7994931,-122.4148841
MLS Listing,,Condo/Co-op,850 Minnesota St #155,San Francisco,CA,94107,895000,1,1.5,Central Waterfront,835,,2009,4,1072,492,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/850-Minnesota-St-94107/unit-155/home/40142890,San Francisco MLS,478218,N,Y,37.7596716,-122.3908629
MLS Listing,,Condo/Co-op,1930 Mission St #11,San Francisco,CA,94103,699000,2,1,Inner Mission,776,,1993,4,901,447,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1930-Mission-St-94103/unit-11/home/1868014,San Francisco MLS,478170,N,Y,37.7662071,-122.4201693
MLS Listing,,Multi-Family (2-4 Unit),302 27th Ave,San Francisco,CA,94121,1488000,8,4,Central Richmond,4920,3250,1922,4,302,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/302-27th-Ave-94121/home/1427341,San Francisco MLS,478106,N,Y,37.7835476,-122.486956
MLS Listing,,Single Family Residential,474 35th Ave,San Francisco,CA,94121,1345000,3,1.5,Outer Richmond,1748,3000,1920,4,769,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/474-35th-Ave-94121/home/1228603,San Francisco MLS,477305,N,Y,37.7801591,-122.4953027
